composable_id,repo,file,composable,category,evidence,verdict,rater,notes
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::NotePopup,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,NotePopup,missing_merge_descendants,"clickable Row with 2 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::EmptyStateCard,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,EmptyStateCard,missing_merge_descendants,"clickable Column with 3 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingChip,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingChip,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingToggleRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingToggleRow,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingToggleRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingToggleRow,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::SettingToggleRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,SettingToggleRow,missing_merge_descendants,"clickable Row with 2 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::ErrorBanner,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,ErrorBanner,missing_merge_descendants,"clickable Row with 2 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::LoadingOverlay,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,LoadingOverlay,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
iTsMe-Zen__Areada::ReaderSharedComponents.kt::LoadingState,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,LoadingState,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
iTsMe-Zen__Areada::TextReaderScreen.kt::TextReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/TextReaderScreen.kt,TextReaderScreen,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::TextReaderScreen.kt::TextReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/TextReaderScreen.kt,TextReaderScreen,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::TextReaderScreen.kt::TextReaderScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/TextReaderScreen.kt,TextReaderScreen,missing_merge_descendants,"clickable Column with 2 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::SettingsComponents.kt::CollapsibleSettingsSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,CollapsibleSettingsSection,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::SettingsComponents.kt::CollapsibleSettingsSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,CollapsibleSettingsSection,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::SettingsComponents.kt::CollapsibleSettingsSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,CollapsibleSettingsSection,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::SettingsComponents.kt::LanguageSelector,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,LanguageSelector,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::SettingsComponents.kt::LanguageSelector,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,LanguageSelector,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::SettingsComponents.kt::LanguageSelector,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,LanguageSelector,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsBinaryButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsBinaryButton,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::SettingsComponents.kt::SettingsBinaryButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/SettingsComponents.kt,SettingsBinaryButton,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeSections.kt::BookmarksSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,BookmarksSection,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeSections.kt::BookmarksSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,BookmarksSection,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeSections.kt::BookmarksSection,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,BookmarksSection,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeSections.kt::ReadingSectionHeader,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ReadingSectionHeader,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeSections.kt::ReadingSectionHeader,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ReadingSectionHeader,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeSections.kt::ReadingSectionHeader,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ReadingSectionHeader,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeSections.kt::SearchResultRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,SearchResultRow,missing_content_description,Icon() without contentDescription,,,
iTsMe-Zen__Areada::HomeSections.kt::SearchResultRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,SearchResultRow,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeSections.kt::SearchResultRow,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,SearchResultRow,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeSections.kt::ManageFoldersSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ManageFoldersSheet,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeSections.kt::ManageFoldersSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ManageFoldersSheet,missing_heading_semantics,titleLarge text without heading(),,,
iTsMe-Zen__Areada::HomeSections.kt::ManageFoldersSheet,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeSections.kt,ManageFoldersSheet,missing_merge_descendants,"clickable Column with 3 Text children, no mergeDescendants",,,
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,touch_target_size,size(18.dp) on interactive element,,,
iTsMe-Zen__Areada::SearchBar.kt::SearchBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
iTsMe-Zen__Areada::HomeTabRow.kt::HomeTabChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeTabRow.kt,HomeTabChip,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeTabRow.kt::HomeTabChip,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeTabRow.kt,HomeTabChip,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_content_description,Icon() without contentDescription,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_content_description,Icon() without contentDescription,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeScreen.kt::HomeScreen,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeScreen.kt,HomeScreen,text_truncation_scaling,maxLines = 1 with Ellipsis (clips at large font scale),,,
iTsMe-Zen__Areada::HomeActionSheets.kt::ActionSheetItem,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,ActionSheetItem,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::ActionSheetItem,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,ActionSheetItem,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionBar,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionBar,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionBar,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionIcon,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionIcon,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionIcon,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionIcon,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::BatchActionIcon,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,BatchActionIcon,touch_target_size,size(36.dp) on interactive element,,,
iTsMe-Zen__Areada::HomeActionSheets.kt::RenameDialog,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeActionSheets.kt,RenameDialog,missing_heading_semantics,headlineSmall text without heading(),,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortButton,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortButton,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortButton,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortInlinePanel,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortInlinePanel,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibrarySortInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibrarySortInlinePanel,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterButton,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterButton,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterButton,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterButton,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterButton,clickable_icon_not_iconbutton,Icon made clickable directly instead of IconButton,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterInlinePanel,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterInlinePanel,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::LibraryFilterInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,LibraryFilterInlinePanel,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerDropdown,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerDropdown,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerDropdown,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerDropdown,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerInlinePanel,missing_content_description,contentDescription = null,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerInlinePanel,missing_semantics_role,.clickable without Role,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerInlinePanel,missing_interaction_semantics,.clickable without onClickLabel,,,
iTsMe-Zen__Areada::HomeFilterPanel.kt::FolderPickerInlinePanel,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/HomeFilterPanel.kt,FolderPickerInlinePanel,text_truncation_scaling,maxLines = 1 with Ellipsis (clips at large font scale),,,
cvc953__localplayer::AlbumsScreen.kt::AlbumsHeaderCard,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/AlbumsScreen.kt,AlbumsHeaderCard,missing_content_description,contentDescription = null,,,
cvc953__localplayer::ArtistDetailScreen.kt::ArtistDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistDetailScreen.kt,ArtistDetailScreen,missing_content_description,contentDescription = null,,,
cvc953__localplayer::ArtistDetailScreen.kt::ArtistDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistDetailScreen.kt,ArtistDetailScreen,missing_semantics_role,.clickable without Role,,,
cvc953__localplayer::ArtistDetailScreen.kt::ArtistDetailScreen,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/screens/ArtistDetailScreen.kt,ArtistDetailScreen,missing_interaction_semantics,.clickable without onClickLabel,,,
